area_sqft,bedrooms,bathrooms,age_years,floor,total_floors,parking,city_tier,property_type,furnishing,price_inr
2474.0,1,1,31,17,30,0,tier3,independent_house,unfurnished,6525044.0
2130.0,1,1,32,5,9,3,tier2,villa,semi,11136349.0
2443.0,3,4,16,15,20,1,metro,studio,fully,12843288.0
1670.0,5,5,11,7,16,3,tier3,independent_house,unfurnished,6688136.0
2691.0,3,3,5,13,15,2,tier3,independent_house,unfurnished,12145767.0
2418.0,5,4,13,10,19,2,tier1,villa,semi,24764456.0
1162.0,4,4,27,19,27,3,tier2,apartment,fully,5021589.0
1582.0,1,1,29,5,17,1,metro,villa,semi,16572794.0
1003.0,3,2,7,10,12,0,tier3,apartment,semi,3032163.0
3858.0,4,5,0,3,4,3,tier2,independent_house,semi,25000000.0
3177.0,3,4,23,13,24,2,tier2,apartment,unfurnished,10405311.0
1988.0,1,2,23,0,6,1,metro,villa,semi,20253221.0
2022.0,1,1,40,8,9,2,tier3,apartment,fully,5013380.0
724.0,4,5,31,0,8,1,metro,apartment,fully,5987172.0
1588.0,3,3,22,6,13,3,metro,apartment,semi,13027508.0
4190.0,3,2,24,10,24,2,metro,villa,unfurnished,25000000.0
528.0,2,1,26,6,20,1,tier2,independent_house,unfurnished,2156875.0
999.0,2,1,18,8,16,2,metro,apartment,unfurnished,8111405.0
3868.0,4,5,27,3,6,3,tier3,independent_house,unfurnished,13232569.0
2533.0,1,1,8,15,26,1,tier2,independent_house,unfurnished,13860711.0
532.0,3,4,34,16,19,3,metro,apartment,semi,3185640.0
2408.0,2,3,35,9,21,0,metro,independent_house,fully,21948900.0
3474.0,4,4,17,1,10,0,metro,apartment,semi,25000000.0
1814.0,4,5,18,1,6,3,tier2,apartment,semi,8134022.0
1966.0,3,2,20,14,28,2,tier2,villa,fully,15305815.0
2988.0,2,2,33,19,27,0,metro,apartment,fully,23120818.0
2854.0,2,1,7,18,24,2,tier2,independent_house,unfurnished,14822832.0
4101.0,2,1,14,8,11,1,metro,studio,unfurnished,24973035.0
1415.0,2,1,25,10,20,1,tier2,independent_house,unfurnished,6033898.0
1531.0,4,5,28,3,7,1,tier3,villa,fully,6742537.0
1037.0,1,2,12,1,4,1,tier2,villa,unfurnished,6520003.0
3126.0,1,2,4,16,18,3,tier2,studio,unfurnished,9256389.0
2586.0,3,4,20,8,17,1,tier2,apartment,semi,11091577.0
1822.0,2,3,26,10,23,1,metro,apartment,semi,12827961.0
3252.0,5,5,31,7,11,3,metro,villa,semi,25000000.0
1944.0,4,3,0,6,10,2,metro,apartment,fully,22395595.0
1201.0,4,5,0,20,29,0,tier1,apartment,semi,7819087.0
2613.0,3,4,15,17,20,2,tier2,apartment,fully,11245437.0
2189.0,3,2,23,14,16,2,tier2,villa,unfurnished,14171555.0
2062.0,3,2,0,8,17,2,tier3,apartment,fully,7299052.0
2223.0,1,2,7,15,23,0,metro,apartment,semi,16061306.0
4148.0,3,4,17,7,8,1,tier2,apartment,unfurnished,17031561.0
1285.0,5,4,11,10,14,2,metro,apartment,fully,12789196.0
1530.0,2,1,29,3,6,2,tier1,independent_house,fully,10325278.0
2716.0,1,1,1,14,24,2,tier2,apartment,fully,10527922.0
591.0,3,2,36,1,11,3,tier3,independent_house,fully,2198112.0
998.0,2,3,6,15,26,2,tier2,independent_house,unfurnished,5271921.0
2721.0,4,4,18,12,14,1,metro,apartment,unfurnished,19324112.0
2489.0,5,4,40,1,13,2,tier2,independent_house,unfurnished,11779105.0
3076.0,5,5,27,10,13,1,metro,independent_house,fully,25000000.0
865.0,2,3,40,4,18,1,tier3,villa,fully,2899739.0
3900.0,5,5,0,9,22,2,tier2,apartment,fully,23601837.0
2390.0,1,2,29,0,7,1,metro,apartment,fully,19904365.0
1035.0,2,1,3,15,26,2,metro,studio,semi,8001325.0
1677.0,2,3,25,10,20,2,metro,independent_house,unfurnished,17511985.0
1332.0,5,5,13,7,18,3,tier3,studio,unfurnished,3085042.0
2254.0,4,5,31,18,19,0,tier1,studio,semi,8554821.0
2324.0,2,1,5,13,15,1,tier2,apartment,fully,10954993.0
2178.0,1,1,36,12,25,3,tier2,independent_house,unfurnished,9472674.0
2290.0,4,5,19,3,14,1,tier2,villa,fully,14804330.0
4122.0,4,3,21,10,19,2,metro,independent_house,semi,25000000.0
4332.0,5,5,23,14,19,2,tier3,apartment,unfurnished,10237462.0
2408.0,3,4,1,19,25,3,tier1,apartment,fully,19028240.0
4348.0,1,2,12,12,18,0,tier2,independent_house,semi,23132195.0
3755.0,2,2,29,3,10,1,tier2,independent_house,semi,17091914.0
3761.0,4,5,39,14,23,1,tier2,villa,unfurnished,20324011.0
1325.0,2,3,40,1,12,2,tier3,apartment,unfurnished,2429715.0
2197.0,1,2,21,6,12,3,metro,apartment,unfurnished,15096670.0
1843.0,5,4,10,19,30,0,tier1,studio,semi,9751637.0
795.0,3,2,19,16,18,0,tier1,apartment,fully,5195165.0
707.0,2,1,19,18,30,3,tier1,apartment,fully,4232438.0
2951.0,3,3,16,7,17,2,metro,villa,fully,25000000.0
2125.0,4,4,14,14,22,2,metro,apartment,unfurnished,16777201.0
3785.0,1,1,35,14,20,0,tier1,villa,fully,25000000.0
3141.0,3,4,16,5,11,2,tier1,apartment,unfurnished,18317661.0
749.0,2,1,1,19,25,1,tier1,independent_house,unfurnished,6492716.0
3836.0,1,2,29,20,30,2,tier2,studio,semi,10400431.0
2433.0,1,1,27,2,3,0,tier2,studio,fully,6741104.0
2720.0,3,4,15,16,25,1,tier1,villa,fully,25000000.0
4359.0,3,2,25,9,23,2,tier1,apartment,fully,25000000.0
3024.0,3,2,38,14,22,2,metro,independent_house,unfurnished,25000000.0
491.0,4,5,37,11,20,3,tier2,independent_house,unfurnished,2400292.0
1126.0,3,3,32,4,13,3,tier1,villa,unfurnished,8588585.0
2148.0,3,3,23,2,10,0,metro,independent_house,semi,23687628.0
552.0,5,4,1,10,19,0,tier1,independent_house,semi,4773331.0
1086.0,4,5,21,17,30,1,tier1,independent_house,unfurnished,7836872.0
3645.0,5,4,33,17,27,3,metro,independent_house,semi,25000000.0
985.0,2,3,34,5,17,1,tier2,apartment,semi,2986122.0
1084.0,4,4,31,18,26,3,tier2,villa,semi,6707299.0
2469.0,4,3,40,7,18,0,tier2,villa,semi,13205394.0
773.0,3,3,21,11,24,3,tier2,apartment,unfurnished,2585031.0
1448.0,1,1,4,6,9,0,tier2,independent_house,semi,7935837.0
4244.0,3,3,20,10,23,3,tier1,villa,semi,25000000.0
2989.0,5,5,13,11,21,3,tier2,apartment,unfurnished,15712091.0
4350.0,4,4,34,14,21,1,tier1,independent_house,unfurnished,25000000.0
1852.0,1,1,31,9,20,1,tier1,independent_house,fully,13028779.0
2926.0,2,2,17,11,14,2,tier2,independent_house,fully,17645354.0
1378.0,3,2,15,13,23,2,tier1,apartment,unfurnished,8405426.0
1952.0,5,5,6,8,17,0,tier1,independent_house,semi,19523999.0
1116.0,3,2,1,11,24,0,tier2,apartment,semi,4517268.0
3816.0,5,4,12,1,10,3,tier3,villa,unfurnished,20501918.0
1154.0,4,3,9,18,26,3,tier3,apartment,unfurnished,3827364.0
1239.0,2,2,10,2,10,0,tier1,villa,fully,12548224.0
2301.0,1,1,40,18,26,3,tier1,independent_house,semi,14265629.0
2160.0,5,5,27,15,28,3,tier2,villa,unfurnished,10272586.0
1686.0,3,4,22,19,30,3,tier1,villa,fully,15650000.0
1863.0,5,5,7,0,2,0,tier2,independent_house,semi,12113733.0
1609.0,5,4,34,4,12,2,tier1,independent_house,semi,13260350.0
4142.0,3,4,26,1,6,0,metro,apartment,unfurnished,25000000.0
2779.0,1,1,21,8,11,0,metro,studio,unfurnished,13822603.0
4171.0,5,4,19,18,30,0,tier2,independent_house,unfurnished,25000000.0
4445.0,3,3,22,16,29,1,metro,studio,fully,25000000.0
3068.0,1,1,34,14,28,2,tier1,studio,semi,10757235.0
3785.0,3,2,29,17,23,0,tier1,studio,fully,18368577.0
854.0,1,2,19,0,6,0,metro,independent_house,unfurnished,7012671.0
4292.0,2,1,27,16,27,1,tier1,villa,fully,25000000.0
2376.0,2,2,38,6,9,0,tier2,apartment,semi,7186416.0
3325.0,3,3,13,14,15,3,metro,villa,semi,25000000.0
1405.0,3,3,36,16,22,0,tier2,independent_house,unfurnished,5661510.0
791.0,5,5,24,14,23,1,tier3,villa,semi,3732760.0
4028.0,2,3,7,8,15,1,tier1,independent_house,unfurnished,25000000.0
2242.0,4,4,39,12,15,0,metro,apartment,unfurnished,13788456.0
967.0,5,4,28,9,17,3,tier2,apartment,fully,4372445.0
3099.0,4,5,15,13,27,0,metro,villa,unfurnished,25000000.0
622.0,2,3,8,9,13,1,tier1,apartment,unfurnished,3169566.0
2246.0,4,3,37,8,14,2,tier3,apartment,fully,5569896.0
3288.0,2,3,33,4,9,1,tier3,apartment,unfurnished,6452838.0
3353.0,3,3,1,8,13,1,tier2,independent_house,semi,21170019.0
2258.0,4,3,26,15,25,0,tier1,villa,fully,23645663.0
1916.0,2,1,4,18,24,1,tier2,apartment,semi,8539908.0
3837.0,1,2,12,2,11,0,tier2,apartment,unfurnished,12437500.0
1157.0,5,4,23,3,4,1,tier1,villa,semi,10517450.0
705.0,4,4,10,10,20,1,tier2,apartment,semi,3668509.0
1043.0,1,2,21,14,16,1,metro,independent_house,unfurnished,10863225.0
3684.0,2,3,17,3,9,0,metro,independent_house,fully,25000000.0
2326.0,2,2,23,6,19,3,tier1,apartment,fully,12521302.0
553.0,5,5,32,0,5,0,metro,villa,unfurnished,6118597.0
1091.0,5,4,6,1,11,0,metro,apartment,unfurnished,9905933.0
515.0,4,5,32,3,8,0,tier2,apartment,semi,1854558.0
3739.0,3,2,9,15,28,3,tier3,independent_house,semi,15150823.0
2291.0,1,1,1,18,30,1,tier2,villa,fully,16769946.0
679.0,2,3,18,10,23,1,tier2,independent_house,unfurnished,3193121.0
1307.0,1,2,12,3,9,3,tier3,apartment,unfurnished,3127367.0
2927.0,4,5,7,19,24,0,metro,apartment,semi,25000000.0
2834.0,1,2,17,5,14,0,tier1,villa,fully,25000000.0
3759.0,4,3,35,3,15,0,tier1,villa,unfurnished,25000000.0
505.0,5,5,24,2,10,2,metro,studio,fully,3549259.0
684.0,2,3,29,7,18,3,tier2,apartment,unfurnished,2458625.0
545.0,4,4,6,15,28,2,tier1,independent_house,unfurnished,5695504.0
2015.0,5,4,3,8,19,3,tier1,independent_house,semi,22345382.0
3381.0,3,2,13,9,15,3,metro,villa,unfurnished,25000000.0
3118.0,3,4,31,7,11,1,metro,apartment,semi,22595009.0
1261.0,2,3,36,19,26,0,tier3,villa,unfurnished,3849263.0
3094.0,3,2,4,14,23,0,metro,apartment,semi,25000000.0
3091.0,5,4,19,13,25,3,metro,independent_house,unfurnished,25000000.0
1184.0,4,4,16,9,14,2,tier1,villa,fully,12145645.0
3474.0,2,1,30,11,14,3,tier1,studio,fully,15471591.0
2131.0,3,4,8,18,23,2,tier2,villa,semi,16833701.0
643.0,4,5,19,13,22,3,tier1,villa,semi,5522367.0
2001.0,1,1,34,17,21,3,metro,independent_house,fully,18310530.0
3555.0,4,5,19,0,6,3,metro,villa,unfurnished,25000000.0
3254.0,2,1,32,18,22,3,tier2,studio,fully,8018337.0
1500.0,2,3,25,19,30,0,tier2,apartment,semi,4634117.0
3503.0,3,3,24,14,22,2,tier2,studio,fully,10932677.0
1997.0,3,3,10,20,30,3,tier2,independent_house,unfurnished,12133523.0
2286.0,5,4,40,11,19,1,tier2,independent_house,unfurnished,10430932.0
755.0,2,1,10,5,6,3,metro,villa,unfurnished,11365633.0
4487.0,2,1,38,12,16,1,tier1,independent_house,unfurnished,25000000.0
3838.0,2,2,40,13,25,0,tier1,apartment,unfurnished,15229521.0
1199.0,5,4,20,3,11,2,tier1,independent_house,fully,9918193.0
2698.0,5,4,35,4,14,0,tier2,apartment,unfurnished,8711128.0
3599.0,3,3,29,6,17,1,tier1,apartment,unfurnished,18763018.0
2469.0,4,5,30,11,19,3,tier2,apartment,unfurnished,9698537.0
1264.0,5,4,2,3,12,0,tier3,apartment,semi,4231026.0
4371.0,5,5,5,16,20,0,tier1,apartment,semi,25000000.0
1502.0,4,5,2,2,6,3,tier3,independent_house,unfurnished,7146760.0
1771.0,3,3,1,19,22,3,tier2,apartment,fully,9566915.0
1923.0,5,4,34,14,19,1,tier3,independent_house,fully,7660268.0
4052.0,2,1,7,7,16,1,tier1,apartment,unfurnished,22319547.0
2450.0,2,3,0,7,20,3,tier1,independent_house,fully,24790591.0
3350.0,4,4,38,14,21,2,tier1,independent_house,unfurnished,20725682.0
4094.0,1,1,11,1,10,3,metro,apartment,semi,25000000.0
4206.0,3,4,33,15,28,0,tier1,independent_house,fully,25000000.0
3911.0,5,5,39,11,21,2,tier3,studio,fully,7392605.0
4121.0,1,2,21,4,8,2,tier2,independent_house,unfurnished,16746949.0
4287.0,5,4,37,18,22,0,metro,apartment,semi,25000000.0
4463.0,3,2,39,13,22,2,tier1,villa,unfurnished,25000000.0
3036.0,5,4,5,3,8,0,metro,independent_house,semi,25000000.0
939.0,4,3,6,13,17,3,metro,apartment,semi,10025049.0
864.0,1,1,15,8,17,2,tier3,independent_house,unfurnished,3103819.0
3663.0,4,4,22,16,25,0,tier1,apartment,fully,23679178.0
1696.0,1,2,32,10,14,2,tier1,independent_house,semi,11850225.0
3698.0,2,1,7,20,21,0,tier2,apartment,unfurnished,15325838.0
4232.0,5,5,7,19,30,3,metro,apartment,fully,25000000.0
3041.0,5,5,12,0,6,0,tier1,studio,semi,14355953.0
3533.0,1,1,11,8,17,2,tier2,independent_house,unfurnished,18592470.0
1543.0,2,2,38,4,7,0,tier2,independent_house,semi,6344908.0
2181.0,1,1,16,9,14,0,tier3,studio,fully,3835501.0
4357.0,2,1,35,3,12,3,tier2,apartment,fully,14756418.0
3749.0,5,4,2,11,13,1,tier1,apartment,unfurnished,25000000.0
1238.0,1,2,4,3,8,0,tier2,apartment,semi,5565792.0
4238.0,4,5,32,13,24,2,tier3,villa,fully,18350197.0
2448.0,5,5,10,9,20,0,tier2,apartment,fully,14633629.0
3859.0,5,4,3,20,25,2,tier3,studio,unfurnished,8556204.0
2538.0,2,1,24,18,20,3,tier2,apartment,semi,10410200.0
2875.0,4,5,6,12,13,2,tier3,apartment,fully,10975627.0
1063.0,3,3,2,9,17,0,metro,apartment,unfurnished,9803921.0
1788.0,1,1,16,15,25,0,tier2,apartment,semi,7105851.0
3362.0,2,1,22,14,23,0,tier1,apartment,semi,19536340.0
3853.0,4,5,21,2,8,2,tier2,independent_house,semi,22256457.0
764.0,4,4,23,7,8,2,tier2,apartment,semi,3616635.0
715.0,3,3,0,20,24,2,tier3,villa,unfurnished,3849368.0
3241.0,4,5,11,6,7,1,tier3,independent_house,fully,13132103.0
2233.0,4,4,14,0,7,0,tier1,villa,unfurnished,20611207.0
3879.0,2,3,12,17,22,3,tier2,independent_house,fully,21650771.0
679.0,2,2,22,19,20,2,tier2,apartment,semi,2991822.0
1832.0,5,5,9,13,22,2,tier1,apartment,unfurnished,12259561.0
545.0,5,5,25,13,19,0,metro,apartment,fully,5140304.0
3308.0,1,1,38,7,21,1,metro,studio,fully,16259612.0
3917.0,4,5,27,7,13,1,tier2,villa,unfurnished,19273507.0
1042.0,1,1,15,19,21,2,tier1,apartment,unfurnished,6817462.0
1728.0,5,5,17,18,28,3,tier3,villa,semi,8764768.0
3868.0,3,3,23,10,20,3,tier1,independent_house,fully,25000000.0
569.0,4,3,29,6,20,2,tier3,independent_house,unfurnished,2035446.0
4303.0,4,3,12,3,13,1,tier1,villa,fully,25000000.0
4036.0,4,5,1,0,6,1,tier2,independent_house,unfurnished,24015554.0
1026.0,2,2,28,10,20,2,metro,independent_house,semi,10166147.0
969.0,5,5,27,11,23,1,tier2,villa,unfurnished,5902868.0
3236.0,3,2,4,14,22,1,tier2,apartment,unfurnished,12694272.0
441.0,3,2,25,16,28,3,tier3,apartment,fully,1202782.0
2473.0,2,3,2,7,21,2,tier2,studio,unfurnished,9204047.0
670.0,1,1,26,3,14,1,metro,villa,fully,7979810.0
2579.0,3,4,30,17,25,2,tier1,apartment,unfurnished,12090970.0
1835.0,2,3,0,16,23,1,metro,villa,unfurnished,24274061.0
3296.0,4,4,29,11,23,0,metro,apartment,fully,25000000.0
4010.0,2,3,4,0,13,3,tier2,independent_house,semi,21202857.0
2403.0,5,5,10,9,13,1,tier2,apartment,unfurnished,10750052.0
3031.0,4,3,28,13,14,1,tier2,independent_house,semi,18909426.0
2861.0,3,2,14,18,30,0,tier3,villa,unfurnished,13603696.0
4438.0,4,3,40,10,14,3,tier2,apartment,fully,17694671.0
1346.0,4,5,39,9,23,2,tier2,apartment,unfurnished,4852612.0
1379.0,4,3,40,7,8,1,metro,independent_house,semi,13913351.0
1951.0,3,2,4,8,21,2,metro,apartment,unfurnished,17115271.0
3420.0,5,5,7,0,10,1,tier2,apartment,semi,17495636.0
3947.0,2,1,7,2,7,1,tier3,independent_house,fully,18906519.0
1540.0,3,2,23,15,16,1,metro,apartment,fully,11555716.0
850.0,2,3,17,7,19,0,tier1,apartment,unfurnished,4620998.0
2895.0,3,4,30,17,19,3,tier2,apartment,unfurnished,10655637.0
2850.0,5,5,11,8,10,3,metro,independent_house,unfurnished,25000000.0
1936.0,4,5,8,20,30,3,tier1,apartment,fully,14691443.0
1155.0,2,2,26,3,13,1,tier3,apartment,unfurnished,2664061.0
3884.0,5,5,25,3,5,3,tier2,apartment,semi,17350847.0
3870.0,4,4,28,12,17,1,metro,apartment,unfurnished,25000000.0
3464.0,3,4,12,16,26,3,tier3,apartment,fully,11731065.0
2774.0,1,1,21,3,13,0,tier1,apartment,semi,14231649.0
1471.0,3,3,38,10,16,1,tier3,apartment,semi,3058392.0
2052.0,5,4,25,4,10,2,tier1,apartment,fully,12868044.0
680.0,3,4,38,15,17,3,tier2,independent_house,fully,3530747.0
1424.0,1,1,17,11,12,1,tier1,apartment,semi,7479273.0
2246.0,1,1,1,13,27,1,tier1,apartment,fully,16442270.0
2191.0,5,5,31,5,9,3,tier3,studio,semi,4641347.0
729.0,3,3,18,6,19,1,metro,independent_house,semi,8833904.0
4326.0,4,3,1,13,14,2,metro,independent_house,unfurnished,25000000.0
1499.0,2,3,5,7,21,1,tier1,apartment,semi,8988175.0
2487.0,1,1,12,14,20,0,tier2,apartment,semi,10621163.0
2307.0,3,2,7,3,15,1,tier2,apartment,unfurnished,9787202.0
2324.0,4,4,28,6,18,2,tier3,apartment,unfurnished,5607492.0
3864.0,2,2,25,2,7,0,tier1,apartment,semi,21202510.0
3459.0,4,4,13,1,12,0,tier1,villa,unfurnished,25000000.0
3957.0,3,2,3,5,10,3,metro,apartment,semi,25000000.0
1954.0,2,3,3,10,22,0,tier2,villa,semi,15242585.0
1487.0,2,2,38,3,17,0,tier3,apartment,unfurnished,2778730.0
2152.0,2,2,14,1,13,2,tier2,apartment,unfurnished,9581990.0
2702.0,2,3,4,18,29,2,tier2,independent_house,unfurnished,13922628.0
1781.0,4,4,29,10,16,0,tier1,independent_house,unfurnished,12232060.0
2286.0,2,1,35,15,17,0,tier3,apartment,semi,4861379.0
1018.0,4,4,5,15,23,3,tier1,villa,semi,10012498.0
2793.0,2,2,38,2,4,2,metro,apartment,fully,20773819.0
3326.0,2,1,29,13,21,2,tier1,apartment,unfurnished,13779070.0
2561.0,5,4,10,18,30,0,metro,independent_house,semi,25000000.0
3979.0,5,4,31,9,11,0,metro,apartment,unfurnished,25000000.0
4482.0,3,4,17,18,30,0,metro,apartment,fully,25000000.0
4112.0,2,1,26,19,28,3,tier1,villa,unfurnished,25000000.0
781.0,4,4,5,11,12,3,tier2,apartment,semi,4200256.0
4011.0,1,2,10,2,13,2,tier1,apartment,semi,23979461.0
1768.0,3,3,31,12,13,2,tier1,apartment,unfurnished,8505709.0
2252.0,3,2,33,18,27,0,tier3,studio,fully,4535293.0
2089.0,4,5,0,12,20,3,tier2,villa,unfurnished,14772673.0
1564.0,1,1,8,16,27,2,tier1,apartment,unfurnished,8657156.0
3996.0,1,1,24,11,17,2,tier1,apartment,semi,22892783.0
3015.0,2,2,37,8,10,3,tier3,villa,semi,10004457.0
4364.0,1,1,27,19,25,0,metro,apartment,unfurnished,25000000.0
4314.0,3,3,28,3,14,1,tier1,villa,unfurnished,25000000.0
2121.0,5,4,15,9,23,0,tier3,independent_house,unfurnished,8315866.0
3380.0,2,3,2,3,6,1,tier1,apartment,fully,25000000.0
2459.0,3,4,31,13,18,1,tier2,apartment,semi,8774529.0
2428.0,2,3,32,19,30,1,tier2,apartment,unfurnished,7450831.0
3432.0,1,2,18,20,25,2,tier2,apartment,unfurnished,12443911.0
3224.0,4,3,20,4,8,1,tier1,apartment,fully,21904898.0
4138.0,2,1,9,15,27,0,metro,independent_house,fully,25000000.0
3567.0,3,4,18,18,25,0,tier1,apartment,unfurnished,17211982.0
2950.0,4,4,9,17,26,2,metro,villa,semi,25000000.0
4169.0,5,5,17,10,17,2,tier3,independent_house,unfurnished,14964234.0
819.0,1,2,5,3,12,3,tier1,apartment,unfurnished,5104332.0
3529.0,3,3,24,9,13,3,tier2,apartment,fully,15184994.0
2008.0,5,5,10,16,27,0,tier2,apartment,fully,9705163.0
2176.0,3,4,29,13,19,2,tier2,independent_house,unfurnished,11508613.0
3604.0,1,1,21,8,16,0,tier1,apartment,fully,19836402.0
1521.0,2,3,36,4,7,0,tier1,independent_house,semi,9225831.0
4022.0,4,3,9,13,14,3,tier3,independent_house,fully,18426099.0
2449.0,4,3,11,8,16,1,tier2,independent_house,fully,15330223.0
1830.0,2,3,9,9,11,3,tier2,studio,semi,5908779.0
1745.0,1,2,25,19,30,0,tier3,independent_house,fully,5562145.0
2125.0,2,1,4,0,14,2,tier2,independent_house,unfurnished,13615737.0
4265.0,2,2,28,5,10,1,metro,independent_house,semi,25000000.0
820.0,4,4,33,19,24,3,tier2,independent_house,unfurnished,3862245.0
2482.0,5,5,27,19,27,2,metro,independent_house,fully,25000000.0
3823.0,1,2,5,6,9,3,tier2,studio,unfurnished,10503040.0
2335.0,4,3,20,20,30,1,tier3,villa,semi,11554470.0
2720.0,4,5,21,4,6,3,tier1,villa,fully,25000000.0
1827.0,4,3,16,1,8,3,tier1,villa,unfurnished,21160784.0
958.0,5,4,19,6,9,3,metro,independent_house,unfurnished,11956940.0
3021.0,1,1,31,11,23,1,tier3,apartment,unfurnished,6473979.0
4171.0,4,3,34,0,3,3,metro,independent_house,semi,25000000.0
2532.0,1,1,12,3,10,2,metro,independent_house,unfurnished,24952903.0
2171.0,5,5,13,16,28,0,metro,studio,semi,14118739.0
929.0,3,3,8,13,20,3,metro,apartment,semi,8795164.0
4273.0,1,1,16,12,15,0,tier1,independent_house,fully,25000000.0
3963.0,4,5,22,20,23,2,tier1,independent_house,fully,25000000.0
4098.0,4,3,29,4,13,0,tier1,studio,unfurnished,14075487.0
1871.0,3,2,10,18,20,3,metro,studio,fully,14240610.0
2963.0,2,2,8,7,12,2,metro,villa,fully,25000000.0
2173.0,1,2,1,19,28,3,tier1,villa,semi,22193530.0
1362.0,5,5,3,16,22,2,metro,apartment,semi,14837110.0
1243.0,1,2,2,4,16,2,tier2,studio,unfurnished,4325885.0
1973.0,5,5,8,4,14,3,metro,apartment,semi,22048629.0
2668.0,3,4,28,11,13,1,tier1,independent_house,semi,19941486.0
900.0,4,3,31,10,22,2,tier1,independent_house,unfurnished,6211431.0
3278.0,4,5,39,4,17,1,tier1,apartment,unfurnished,17090387.0
2276.0,5,4,22,5,8,0,metro,apartment,unfurnished,17375509.0
4012.0,1,2,18,18,24,3,metro,apartment,semi,25000000.0
1543.0,5,5,36,15,21,1,tier3,independent_house,unfurnished,5450113.0
611.0,1,1,6,4,10,0,metro,villa,semi,8599416.0
1679.0,5,4,25,15,22,3,tier1,apartment,fully,10354681.0
4390.0,2,3,33,3,16,3,tier1,independent_house,unfurnished,25000000.0
1720.0,5,4,20,9,19,2,tier1,apartment,unfurnished,9991297.0
3285.0,1,2,10,0,13,1,tier1,independent_house,unfurnished,25000000.0
3857.0,3,3,25,13,18,3,tier2,apartment,unfurnished,15040455.0
1565.0,3,3,40,3,11,2,tier2,apartment,fully,6591033.0
3034.0,5,5,9,4,6,1,tier1,apartment,semi,21659923.0
1238.0,1,1,23,3,7,1,tier1,villa,fully,10798511.0
1885.0,1,1,2,3,12,3,metro,villa,fully,25000000.0
1613.0,4,5,9,1,4,3,tier1,independent_house,unfurnished,15573398.0
3156.0,1,1,31,11,25,2,tier2,villa,semi,17422846.0
3990.0,4,3,20,18,22,0,metro,apartment,semi,25000000.0
1434.0,1,1,8,6,9,0,tier1,apartment,semi,8411000.0
1594.0,5,5,13,16,27,1,tier3,apartment,unfurnished,4176036.0
3765.0,3,2,4,11,13,2,metro,studio,unfurnished,24171392.0
2297.0,5,4,31,5,10,3,tier1,apartment,semi,13596221.0
2503.0,1,2,38,1,4,3,tier2,studio,semi,5720856.0
3293.0,2,2,4,16,26,1,metro,apartment,unfurnished,25000000.0
964.0,3,3,9,0,12,0,metro,apartment,unfurnished,7123771.0
3975.0,1,1,35,8,11,1,metro,apartment,semi,24066954.0
1897.0,1,2,36,0,6,0,tier3,apartment,semi,3514712.0
3100.0,2,2,31,16,23,3,metro,independent_house,semi,25000000.0
2171.0,4,4,29,20,30,0,metro,villa,unfurnished,22154778.0
3487.0,4,5,35,6,11,3,metro,apartment,unfurnished,25000000.0
2907.0,1,1,15,6,14,2,metro,independent_house,fully,25000000.0
1110.0,1,1,36,11,19,0,tier2,villa,semi,5999499.0
1170.0,4,5,36,10,11,2,metro,studio,unfurnished,6818113.0
3997.0,2,2,9,8,16,2,tier2,studio,semi,13979962.0
2530.0,4,5,2,7,15,0,tier2,independent_house,semi,16817793.0
1530.0,2,3,21,3,17,0,tier2,independent_house,semi,8186100.0
987.0,2,2,31,5,13,1,metro,independent_house,unfurnished,8915946.0
926.0,2,3,34,12,25,0,tier3,villa,semi,3246767.0
4171.0,2,1,5,15,20,2,tier2,independent_house,fully,25000000.0
4402.0,4,3,15,15,25,2,metro,apartment,unfurnished,25000000.0
2013.0,3,4,31,10,23,0,tier2,independent_house,unfurnished,9417075.0
1226.0,4,3,2,15,18,0,tier3,studio,unfurnished,2691020.0
2117.0,1,1,29,12,20,2,tier1,apartment,unfurnished,11139439.0
960.0,3,3,11,7,20,1,tier3,independent_house,fully,4325524.0
2653.0,3,3,0,7,15,1,tier1,studio,fully,13964752.0
2966.0,5,5,9,10,23,1,tier2,apartment,unfurnished,14425063.0
4439.0,3,2,30,6,12,0,tier3,villa,fully,14209515.0
1707.0,1,1,35,16,29,3,tier1,studio,unfurnished,6718047.0
1211.0,4,3,3,3,12,3,tier2,studio,semi,4167447.0
946.0,1,1,19,1,8,2,tier1,apartment,semi,5529843.0
1946.0,5,4,8,10,14,1,tier2,apartment,unfurnished,8976992.0
2864.0,2,3,28,1,4,0,tier2,independent_house,semi,14705967.0
673.0,4,3,32,4,9,1,metro,apartment,semi,4851276.0
3511.0,4,5,39,7,18,3,tier1,apartment,unfurnished,14090127.0
2286.0,3,3,14,0,7,0,tier1,apartment,fully,13901928.0
3652.0,3,3,12,4,10,3,metro,apartment,unfurnished,25000000.0
2300.0,1,2,12,11,18,1,metro,villa,unfurnished,22974636.0
1037.0,1,2,31,7,12,1,tier1,independent_house,fully,7248783.0
487.0,4,3,18,18,30,3,metro,villa,semi,6418991.0
2683.0,5,5,0,1,7,3,metro,independent_house,unfurnished,25000000.0
2611.0,5,5,38,15,22,3,tier2,apartment,unfurnished,8984230.0
3736.0,2,3,4,12,20,1,tier2,apartment,unfurnished,17944292.0
3996.0,2,1,38,13,23,2,tier2,apartment,unfurnished,12024396.0
